,0
3638,반여동 1291-1405
3639,응암동 96-18
3640,우암동 17
3641,감만동 44-2
3642,답십리동 530-5
3643,신정동 324-7
3644,장림동 506-5
3645,서초동 1533
3646,이태원동 728
3647,동삼동 227-233
3648,수정동 1161-7
3649,중계동 602
3650,신월동 207-24
3651,망원동 489
3652,일원동 614
3653,신림동 1717
3654,성내동 603
3655,기장읍 대라리 174-1
3656,신사동 368
3657,암사동 670
3658,구서동 420-35
3659,회기동 67-3
3660,안락동 600-6
3661,대림동 887-1
3662,청학동 214-5
3663,창동 824
3664,연산동 1642-28
3665,봉천동 645-87
3666,풍납동 214-6
3667,성내동 551-4
3668,수유동 648
3669,개포동 658-1
3670,신대방동 708
3671,낙민동 185-1
3672,대림동 695
3673,신월동 506-1
3674,서초동 1327-29
3675,온천동 94-20
3676,시흥동 1014
3677,자곡동 BL-3
3678,신림동 10-10
3679,대현동 145
3680,광안동 116-5
3681,중계동 589
3682,역삼동 709
3683,양재동 11-17
3684,양평동3가 19
3685,신사동 658
3686,구의동 663
3687,개금동 산52-6
3688,봉천동 856-1
3689,장안동 381-3
3690,장림동 60-34
3691,정릉동 1024
3692,방화동 201-1
3693,서초동 1350-13
3694,공릉동 740
3695,신월동 533-1
3696,문래동6가 11-1
3697,괴정동 552-10
3698,하단동 870-98
3699,반여동 1581-22
3700,부곡동 225-56
3701,창동 817
3702,기장읍 대라리 1000
3703,암사동 442
3704,마포동 449
3705,성산동 597
3706,서초동 1359-50
3707,천호동 49-8
3708,불광동 217-9
3709,부암동 319
3710,용강동 508
3711,시흥동 220-2
3712,만리동1가 231
3713,망원동 499
3714,온천동 1457-16
3715,구산동 546
3716,목동 758-2
3717,일광면 이천리 472
3718,화곡동 927-1
3719,부곡동 296-15
3720,방화동 897
3721,연산동 1604-6
3722,둔촌동 613
3723,전포동 595-20
3724,구포동 1060-205
3725,범천동 871-1
3726,번동 657
3727,방화동 878
3728,양정동 270-3
3729,장안동 567
3730,쌍문동 732
3731,망원동 513
3732,괴정동 530-2
3733,우암동 216
3734,괘법동 526-44
3735,서초동 1620-20
3736,논현동 105-4
3737,내발산동 734
3738,구로동 1275
3739,신창동 102
3740,광안동 203-1
3741,돈암동 643
3742,부곡동 297-1
3743,홍제동 104-1
3744,명륜2가 237
3745,개봉동 335-1
3746,망미동 209-4
3747,신원동 BL-3
3748,봉천동 1705
3749,반여동 1585-1
3750,암남동 81-19
3751,방배동 899-16
3752,온수동 154
3753,면목동 1514
3754,답십리동 80-2
3755,흑석동 332
3756,장림동 193-6
3757,기장읍 교리 251-3
3758,홍제동 453-1
3759,상계동 1296
3760,세곡동 508
3761,성수동2가 279-50
3762,북가좌동 455
3763,천왕동 가-277
3764,하단동 1165-14
3765,서초동 1316-15
3766,홍제동 315-7
3767,길동 401-1
3768,오금동 615
3769,자양동 831-1
3770,신정동 921-11
3771,영주동 106-9
3772,한강로3가 65-7
3773,용강동 501
3774,서초동 1362
3775,봉래동3가 149
3776,염리동 522
3777,연산동 1849-6
3778,둔촌동 611
3779,신월동 1066
3780,자양동 809
3781,보수동2가 89-5
3782,홍제동 342
3783,이촌동 211-2
3784,중계동 601
3785,광안동 735-1
3786,방배동 444-3
3787,홍은동 457
3788,홍익동 119-1
3789,천호동 47-24
3790,서초동 1420-18
3791,초읍동 402-10
3792,동삼동 314
3793,가양동 1467
3794,서빙고동 293
3795,구로동 110-8
3796,개봉동 70-12
3797,장안동 568
3798,남산동 262-4
3799,청학동 460-2
3800,서동 177-2
3801,잠원동 60-4
3802,당리동 325-2
3803,화곡동 1152
3804,신림동 1712
3805,하왕십리동 1050
3806,문배동 11-29
3807,남부민동 653
3808,우면동 735
3809,연산동 1310-87
3810,대치동 992
3811,회현동2가 87
3812,범전동 43-4
3813,쌍문동 713
3814,구로동 145-23
3815,용산동5가 24-1
3816,답십리동 497-23
3817,신림동 1719
3818,답십리동 994
3819,문래동4가 68
3820,회동동 551
3821,자양동 790
3822,신원동 271-9
3823,대치동 893
3824,역삼동 606-18
3825,삼성동 53-2
3826,고척동 97-3
3827,홍은동 459
3828,장안동 579
3829,수유동 729
3830,반송동 683-12
3831,종암동 125-1
3832,망우동 178-80
3833,하단동 492-2
3834,논현동 276-1
3835,중계동 591
3836,잠원동 52-2
3837,부곡동 812-1
3838,광안동 343
3839,개봉동 199-4
3840,문정동 104
3841,문현동 303-7
3842,반포동 54-5
3843,부전동 631
3844,자양동 57-103
3845,괘법동 548-7
3846,응암동 111-48
3847,응암동 738
3848,염창동 308
3849,구의동 657
3850,수안동 666-1
3851,우동 933-187
3852,성수동2가 400
3853,등촌동 712
3854,대치동 890-54
3855,구포동 1250-2
3856,목동 957
3857,우동 493-1
3858,봉천동 1725
3859,영등포동1가 75-4
3860,방배동 3000-1
3861,낙민동 190
3862,화곡동 1146
3863,온천동 1462-30
3864,연산동 1495-4
3865,장전동 718
3866,신길동 4945
3867,자양동 853
3868,서대신동3가 566-5
3869,상계동 1273
3870,대림동 1101-1
3871,신수동 455
3872,부곡동 780
3873,방화동 898
3874,연산동 1288-1
3875,재송동 1093-39
3876,염창동 264-27
3877,망원동 491
3878,방배동 3275
3879,홍제동 467
3880,홍제동 283-36
3881,화곡동 1011-6
3882,연지동 376-8
3883,덕포동 191-2
3884,수정동 1048-4
3885,삼성동 103-22
3886,사직동 101-7
3887,암사동 461
3888,반송동 93-6
3889,광장동 580
3890,대치동 612
3891,부민동1가 32-6
3892,길동 415-13
3893,공릉동 404-3
3894,송파동 170
3895,연산동 382-26
3896,구로동 1280-1
3897,대연동 1865
3898,중동 1507-4
3899,목동 944
3900,역삼동 826-29
3901,구로동 97-4
3902,전포동 191-3
3903,잠원동 58
3904,전포동 695-5
3905,내수동 95
3906,대치동 988-4
3907,부곡동 산14-6
3908,괴정동 614-2
3909,명장동 585-37
3910,신림동 1563-82
3911,장림동 328-3
3912,서초동 1616-10
3913,상계동 1251
3914,서초동 1487-63
3915,부전동 508-22
3916,목동 768-5
3917,장전동 721
3918,홍제동 469
3919,방배동 2233
3920,망원동 433-9
3921,상도동 211-1
3922,명일동 41
3923,여의도동 61-4
3924,구로동 108-4
3925,망우동 582
3926,청암동 181
3927,공릉동 395-7
3928,방학동 739
3929,개봉동 175-8
3930,신당동 846
3931,고척동 329
3932,청룡동 33-4
3933,독산동 956
3934,남산동 321-1
3935,방화동 894
3936,성수동2가 830
3937,풍납동 163
3938,천호동 564
3939,구서동 201-7
3940,내발산동 721-3
3941,구로동 642-33
3942,녹번동 100-55
3943,자양동 658-14
3944,수안동 8-6
3945,신천동 11-8
3946,신대방동 706
3947,연산동 579-9
3948,상계동 1317
3949,홍제동 104-6
3950,괴정동 457
3951,중계동 606
3952,시흥동 1012
3953,중화동 208-33
3954,재송동 1126-7
3955,양정동 387-19
3956,자양동 779-8
3957,당감동 976
3958,여의도동 40
3959,이촌동 300-10
3960,중화동 453
3961,거여동 593
3962,독산동 1139
3963,광안동 74-8
3964,서초동 1451-89
3965,문정동 15
3966,가리봉동 139
3967,금호동4가 1550
3968,장안동 581
3969,서초동 1444-7
3970,면목동 1501
3971,녹번동 279-1
3972,연남동 259-1
3973,서초동 1644
3974,구로동 1268
3975,온천동 186-57
3976,반송동 638-5
3977,신월동 1020
3978,장안동 572
3979,봉천동 1700
3980,온천동 1186
3981,응암동 116-24
3982,용호동 69
3983,장안동 578
3984,암남동 350-1
3985,진관동 12
3986,엄궁동 567-6
3987,보수동2가 74-9
3988,신림동 1698
3989,광안동 645-1
3990,광안동 1077-16
3991,청담동 130
3992,제기동 1213
3993,등촌동 655-46
3994,기장읍 대라리 418-22
3995,당산동4가 98
3996,신림동 86-3
3997,군자동 503
3998,괴정동 484-4
3999,괴정동 447-13
4000,연산동 1873-85
4001,거제동 867-5
4002,본동 148-2
4003,창동 366
4004,회기동 346-18
4005,문배동 7-6
4006,연지동 72-4
4007,주례동 279
4008,방학동 714-1
4009,괴정동 491-3
4010,봉천동 1629-2
4011,남천동 255
4012,신림동 1721
4013,길동 184
4014,명륜동 679
4015,삼성동 104
4016,등촌동 564-7
4017,문현동 264-1
4018,신월동 1037
4019,개금동 613-1
4020,장안동 327
4021,면목동 1073
4022,덕천동 382-1
4023,개봉동 487
4024,광안동 1070-10
4025,정관읍 달산리 141-5
4026,충정로3가 222
4027,좌동 1356-13
4028,명장동 143-2
4029,길동 472
4030,대청동4가 34-2
4031,명지동 3354
4032,신월동 128
4033,구서동 162-4
4034,신월동 1030
4035,신월동 217-2
4036,염창동 264-18
4037,연지동 172
4038,범천동 980-4
4039,회현동1가 146-1
4040,괴정동 1019-1
4041,장림동 307
4042,삼전동 39
4043,오류동 350
4044,민락동 11-1
4045,구로동 1271
4046,내발산동 738
4047,모라동 1326
4048,범천동 1000-24
4049,한남동 258
4050,봉천동 856-5
4051,구로동 1273
4052,민락동 22-1
4053,방배동 3277
4054,창동 827
4055,상도동 532
4056,역삼동 681-26
4057,장림동 328-1
4058,둔촌동 426
4059,한강로3가 63-387
4060,우동 1434-2
4061,증산동 254
4062,서초동 1681-8
4063,충무로4가 306
4064,신공덕동 171
4065,신월동 1040
4066,이촌동 436
4067,다대동 854
4068,한강로2가 417
4069,고척동 227-1
4070,온천동 1649
4071,이촌동 206-27
4072,하월곡동 90-723
4073,구서동 265-1
4074,봉천동 893-12
4075,신정동 1318
4076,화곡동 1157
4077,상계동 1302
4078,신길동 4942
4079,염창동 275-5
4080,대치동 889-74
4081,남산동 112-2
4082,연남동 244-15
4083,서동 27-2
4084,우동 956-42
4085,번동 411
4086,성내동 594
4087,초량동 1053-22
4088,구산동 226
4089,이태원동 669
4090,신천동 7-14
4091,사당동 1153
4092,서교동 486
4093,신림동 1706
4094,논현동 221-7
4095,도곡동 538
4096,광장동 581
4097,목동 739-5
4098,성내동 25-1
4099,용답동 252
4100,문래동3가 78
4101,염창동 271-4
4102,한남동 263-10
4103,구포동 857-5
4104,화명동 1293-1
4105,서동 208-22
4106,괴정동 550-7
4107,도봉동 657
4108,합정동 381-16
4109,봉천동 463-1
4110,초읍동 540-11
4111,방이동 48-5
4112,역삼동 831-45
4113,용두동 255-66
4114,신월동 134-17
4115,상봉동 498
4116,사직동 113-1
4117,재송동 1121-7
4118,중동 1521-32
4119,우동 777
4120,장림동 850
4121,장안동 372-5
4122,길동 339-1
4123,가락동 171-5
4124,홍은동 186-22
4125,중화동 207-14
4126,성내동 596
4127,개금동 523-3
4128,재송동 97-1
4129,거여동 28
4130,대연동 1776-1
4131,봉래동1가 202-2
4132,신평동 206-5
4133,기장읍 대라리 89-2
4134,구의동 656
4135,역촌동 85-12
4136,청담동 43
4137,괴정동 306-1
4138,화곡동 473-4
4139,중동 395
4140,역삼동 796-29
4141,내발산동 728
4142,방화동 881
4143,잠실동 336-5
4144,응암동 400
4145,숭인동 296-19
4146,당산동3가 565
4147,영등포동2가 28-117
4148,증산동 255
4149,봉천동 1727
4150,수유동 274-3
4151,괴정동 900-1
4152,용답동 15
4153,이문동 427
4154,범천동 878-6
4155,망우동 506-8
4156,방화동 887
4157,괴정동 442-2
4158,미아동 1352
4159,방학동 736
4160,온천동 189-134
4161,면목동 1537
4162,구서동 162-8
4163,당산동4가 92
4164,한남동 802
4165,중화동 454
4166,신림동 1704-1
4167,부전동 514-8
4168,면목동 1518
4169,덕천동 354-1
4170,풍납동 172
4171,당리동 237-33
4172,방이동 197
4173,광안동 93-3
4174,묵동 164-4
4175,성수동1가 705
4176,쌍문동 722
4177,당감동 71-5
4178,덕천동 289-22
4179,온천동 200-27
4180,괴정동 458-45
4181,자양동 515-1
4182,괴정동 1228
4183,공항동 1371
4184,고척동 324
4185,내수동 72
4186,반포동 70
4187,반여동 763-28
4188,당산동5가 41
4189,상도동 520
4190,중계동 599
4191,둔촌동 90
4192,충정로3가 477
4193,인현동2가 192-30
4194,괴정동 192-3
4195,오류동 31-4
4196,성내동 565
4197,화곡동 1071-19
4198,괴정동 922
4199,쌍문동 724
4200,길동 100
4201,쌍문동 153
4202,증산동 220-1
4203,목동 755-1
4204,구서동 194-2
4205,서초동 1316-31
4206,봉천동 893-1
4207,서초동 1456-2
4208,연산동 585-7
4209,논현동 205-2
4210,거제동 1469-6
4211,연산동 969-2
4212,흑석동 38-58
4213,방화동 567-4
4214,괴정동 188-9
4215,충정로3가 189-8
4216,구로동 110-4
4217,잠원동 67-2
4218,서대신동1가 53-11
4219,신천동 11-4
4220,이촌동 301-170
4221,온천동 1378-3
4222,증산동 173-1
4223,역삼동 832-5
4224,광안동 539-1
4225,재송동 1223
4226,길동 242-6
4227,한강로3가 89
4228,기장읍 동부리 158-3
4229,신내동 786
4230,구로동 1261
4231,부곡동 64-40
4232,기장읍 청강리 291-7
4233,역삼동 727-9
4234,신천동 11-10
4235,괴정동 1278
4236,구산동 355-98
4237,일광면 삼성리 35-4
4238,금사동 64-15
4239,홍제동 464
4240,망미동 210-1
4241,봉천동 296
4242,문배동 11-14
4243,구서동 162-6
4244,화곡동 354-54
4245,성수동2가 846
4246,구로동 97-5
4247,구로동 100-8
4248,봉천동 1722
4249,양정동 406-6
4250,송정동 134-2
4251,범천동 974-4
4252,갈현동 540
4253,범천동 1287-1
4254,중화동 438
4255,신길동 389
4256,장안동 566
4257,신림동 1728
4258,반송동 93-1
4259,압구정동 462
4260,상계동 1321
4261,암남동 354-1
4262,연산동 1837-5
4263,미아동 1361
4264,영등포동5가 49-1
4265,청룡동 8-1
4266,구로동 1270
4267,한남동 726-74
4268,중림동 355
4269,하단동 485-2
4270,서대신동3가 249-20
4271,봉천동 867-9
4272,마장동 834
4273,목동 949
4274,공덕동 467
4275,역삼동 716-3
4276,동삼동 556-1
4277,아미동2가 261-126
4278,사직동 9-1
4279,양평동3가 104
4280,자양동 858
4281,괴정동 772-29
4282,신월동 429-1
4283,북가좌동 467
4284,기장읍 청강리 114-1
4285,진관동 82
4286,목동 947
4287,응암동 110-9
4288,보수동2가 118-8
4289,명륜동 433-4
4290,성내동 244-5
4291,천호동 46
4292,성산동 142-9
4293,하단동 604-9
4294,신월동 1042
4295,성내동 244-12
4296,시흥동 820-12
4297,신림동 244
4298,온천동 1468-6
4299,수안동 32-5
4300,신월동 467-3
4301,논현동 107-44
4302,성내동 605
4303,용당동 580-10
4304,마천동 181
4305,서대신동3가 752
4306,연지동 42-3
4307,장안동 562
4308,염창동 245-1
4309,여의도동 21-1
4310,응암동 116-26
4311,화양동 110-37
4312,남산동 39-1
4313,대치동 610
4314,역촌동 62-16
4315,가야동 159
4316,장위동 60-1
4317,초량동 1056-36
4318,염창동 294
4319,사당동 1037-9
4320,거제동 1462-3
4321,부평동4가 2-2
4322,신영동 254
4323,당산동 171-19
4324,내발산동 676-23
4325,신길동 425-8
4326,화명동 2274-4
4327,기장읍 동부리 377-2
4328,길동 382-6
4329,장안동 576
4330,서초동 1332
4331,구의동 662
4332,영주동 450-25
4333,청학동 419
4334,망우동 508-6
4335,풍납동 299-1
4336,압구정동 436
4337,아현동 732
4338,신림동 551-9
4339,망우동 575
4340,자양동 663-21
4341,괘법동 553-4
4342,묵정동 11-67
4343,칠산동 240
4344,오류동 337
4345,연산동 1995-7
4346,옥수동 12
4347,중동 1154-5
4348,신정동 1305
4349,공릉동 753
4350,증산동 250
4351,길동 344-5
4352,전포동 648
4353,신월동 494-8
4354,논현동 212-13
4355,상계동 330-29
4356,역삼동 708-31
4357,방화동 888
4358,당리동 316-10
4359,남가좌동 105-1
4360,사당동 산25-2
4361,삼성동 144-10
4362,화곡동 1074-18
4363,역촌동 231
4364,한남동 808
4365,방배동 797-30
4366,증산동 248
4367,자양동 810
4368,신정동 201-1
4369,신월동 1045
4370,괴정동 487-6
4371,옥수동 557
4372,낙민동 187-1
4373,괴정동 1073-1
4374,삼성동 120-9
4375,신설동 109-13
4376,부곡동 888-52
4377,오류동 292-10
4378,내발산동 722-16
4379,구포동 307
4380,응암동 742-3
4381,성수동1가 13-157
4382,고덕동 470
4383,길동 45
4384,대조동 4-18
4385,한강로1가 231-23
4386,신월동 1051
4387,월계동 931
4388,마천동 573
4389,묵동 390
4390,문래동3가 96
4391,휘경동 363
4392,목동 926-7
4393,시흥동 817-29
4394,부평동2가 77
4395,연지동 298-35
4396,여의도동 40-4
4397,갈현동 542-1
4398,수안동 4-5
4399,연산동 1873-70
4400,남천동 27-3
4401,당감동 1023
4402,당산동3가 564
4403,서초동 1542-1
4404,용강동 500
4405,목동 907-14
4406,가야동 5-44
4407,화곡동 1144
4408,잠원동 65-33
4409,잠원동 76-2
4410,용호동 496-32
4411,구의동 660
4412,당산동 378
4413,구포동 1246-5
4414,역삼동 823-7
4415,홍제동 156-200
4416,동삼동 557
4417,기장읍 교리 352-4
4418,청담동 134-16
4419,휘경동 264-2
4420,연산동 1299-6
4421,신정동 339
4422,당산동6가 336-4
4423,괴정동 218-32
4424,남대문로5가 827
4425,서초동 1600-11
4426,신정동 1308
4427,망원동 516
4428,응암동 109-3
4429,신창동1가 4
4430,청룡동 633-4
4431,상계동 1298
4432,마포동 350
4433,잠원동 74
4434,대조동 6-13
4435,세곡동 511
4436,전포동 172-3
4437,신정동 1304
4438,신월동 1058
4439,동대신동2가 367
4440,효창동 268
4441,방배동 836-1
4442,문현동 255-30
4443,서초동 1677-11
4444,모라동 656-3
4445,창신동 23-76
4446,거제동 1180-1
4447,연산동 1492-2
4448,내발산동 712-2
4449,내발산동 688-21
4450,상계동 1271
4451,삼성동 4-3
4452,화곡동 916-32
4453,독산동 1028
4454,감만동 176-24
4455,구서동 415-4
4456,구로동 46-5
4457,신사동 506-9
4458,신대방동 705
4459,광안동 158-9
4460,신월동 350-3
4461,망원동 433-3
4462,신월동 1046
4463,구로동 642-39
4464,송파동 58-4
4465,황학동 819
4466,문배동 24-4
4467,명일동 355
4468,남산동 4-1
4469,서초동 1560-9
4470,신당동 849
4471,당리동 327-1
4472,서초동 1677-1
4473,문정동 114
4474,응암동 119-29
4475,내발산동 688-4
4476,대조동 186-44
4477,구서동 194-11
4478,묵동 169-11
4479,성내동 592
4480,성내동 595
4481,문현동 302
4482,방배동 562-1
4483,현석동 118
4484,사당동 1145
4485,방배동 814-31
4486,역삼동 706-11
4487,석관동 404
4488,방화동 892
4489,화곡동 920-16
4490,당감동 480-12
4491,광안동 177-6
4492,하단동 888-11
4493,개포동 177
4494,연산동 405-2
4495,월계동 380-1
4496,동삼동 360-1
4497,범천동 1115
4498,수유동 63
4499,서초동 1310-4
4500,망우동 495
4501,당리동 338-1
4502,구로동 104-3
4503,대림동 1120
4504,방배동 3001-2
4505,도곡동 462
4506,서초동 1642-34
4507,창동 7
4508,신림동 739
4509,성내동 456-8
4510,봉천동 41-346
4511,등촌동 640
4512,만리동1가 62-7
4513,신대방동 395-68
4514,문현동 474-6
4515,신정동 1219-1
4516,신정동 938-7
4517,명륜동 567-3
4518,응암동 109-22
4519,방배동 3001-1
4520,당리동 354-2
4521,암사동 672
4522,성내동 604
4523,길동 414-6
4524,영등포동4가 103
4525,장안동 574
4526,문래동6가 56-1
4527,성내동 601
4528,부암동 121-9
4529,마천동 175
4530,문배동 40-19
4531,구서동 466-13
4532,기장읍 교리 336-10
4533,금사동 565
4534,온천동 1421-35
4535,서초동 1636-1
4536,구로동 108
4537,서초동 1458-6
4538,홍은동 440-1
4539,효창동 272
4540,화명동 495-2
4541,남천동 10-2
4542,괴정동 442-5
4543,신월동 1025
4544,신림동 1639-51
4545,방화동 867
4546,천호동 567
4547,괴정동 1100-3
4548,역삼동 835-68
4549,응암동 93-6
4550,천호동 52-17
4551,황학동 787
4552,대림동 993-8
4553,삼성동 147-2
4554,청룡동 128
4555,범천동 1291-18
4556,토성동1가 5-1
4557,부전동 126-3
4558,암남동 602-5
4559,청담동 69-18
4560,온천동 1467-6
4561,문배동 17-1
4562,역촌동 42-7
4563,내발산동 685
4564,부평동4가 45
4565,신림동 1726
4566,암남동 산26-2
4567,남항동3가 141-113
4568,온천동 1447-16
4569,무악동 88
4570,개금동 171-51
4571,우동 640-2
4572,문래동3가 13
4573,대연동 376-1
4574,방화동 873
4575,망원동 420
4576,쌍문동 321
4577,거제동 739-10
4578,보문동4가 116
4579,수색동 75
4580,성내동 457-4
4581,화곡동 920-15
4582,염창동 301
4583,온천동 1446-82
4584,구서동 183-14
4585,상도동 420
4586,동삼동 356-20
4587,연산동 1481-13
4588,신도림동 338
4589,망원동 500
4590,역삼동 707-15
4591,온천동 447-6
4592,부전동 674-1
4593,남산동 23-2
4594,번동 459-110
4595,사직동 634-1
4596,전포동 662-14
4597,이촌동 301-10
4598,역삼동 747-5
4599,전포동 694-6
4600,동삼동 344-1
4601,감천동 828-31
4602,숭인동 1421-2
4603,하월곡동 88-957
4604,영등포동8가 51-1
4605,민락동 129-3
4606,길동 97-6
4607,신정동 1192-1
4608,당리동 345-12
4609,봉래동3가 62-1
4610,구서동 177-23
4611,개금동 614-2
4612,구로동 110-1
4613,천호동 563
4614,대연동 892-10
4615,영선동4가 1303
4616,반포동 30-1
4617,문현동 331-4
4618,성수동2가 840
4619,독산동 1002
4620,등촌동 635-6
4621,당산동3가 566
4622,남항동1가 36-5
4623,연산동 418-31
4624,구로동 1272
4625,화곡동 24-90
4626,당감동 1022
4627,청담동 122-35
4628,원효로4가 109-4
4629,광안동 116-15
4630,구로동 110-10
4631,한강로1가 64
4632,신림동 1732
4633,천왕동 278
4634,만덕동 605-13
4635,군자동 360-20
4636,화곡동 917-14
4637,서초동 1303-10
4638,증산동 213-20
4639,창신동 23-816
4640,둔촌동 488
4641,창동 816
4642,내수동 73
4643,엄궁동 11-41
4644,번동 148-494
4645,내발산동 673-11
4646,범천동 859-7
4647,신월동 1044
4648,행촌동 41-1
4649,중화동 452
4650,양평동3가 105
4651,대조동 9-40
4652,부전동 122-1
4653,암사동 447-8
4654,구로동 110-11
4655,구서동 415-20
4656,구의동 659
4657,명지동 3328
4658,전포동 323-6
4659,거여동 27-5
4660,금호동4가 180
4661,화곡동 1026-2
4662,목동 539-4
4663,당리동 355
4664,삼성동 43
4665,효창동 5-495
4666,용호동 481-4
4667,남천동 3-11
4668,숭인동 204-11
4669,염창동 250-3
4670,문정동 618
4671,괴정동 1075-3
4672,서초동 1467-62
4673,원효로1가 133-3
4674,온천동 192-28
4675,대조동 6-17
4676,신정동 1007-11
4677,광안동 179-8
4678,당산동4가 97
4679,둔촌동 61-12
4680,신정동 1194-3
4681,방배동 915-16
4682,광안동 191-13
4683,도봉동 643
4684,묵동 188-1
4685,하단동 529-3
4686,전포동 191-464
4687,내발산동 686-1
4688,부곡동 971
4689,응암동 113-35
4690,망원동 510
4691,개봉동 484
4692,개봉동 483
4693,서초동 1641-3
4694,신선동2가 141-1
4695,성내동 599
4696,방화동 893
4697,가락동 8
4698,성내동 600
4699,대창동1가 54-43
4700,하단동 592-4
4701,하왕십리동 966-18
4702,괘법동 547-19
4703,전농동 32-4
4704,연산동 1289-12
4705,내발산동 735
4706,연산동 1995-6
4707,광안동 1046-14
4708,면목동 1524
4709,재송동 1302
4710,내발산동 704-2
4711,목동 750-5
4712,구서동 86-17
4713,방배동 3276
4714,불광동 241-23
4715,상계동 1308
4716,돈암동 641
4717,신내동 449-1
4718,덕천동 337-2
4719,망미동 819-3
4720,부곡동 325-6
4721,범천동 1284-7
4722,방배동 888-53
4723,암남동 334-10
4724,응암동 90-23
4725,신림동 산28-9
4726,상도동 409
4727,기장읍 대라리 172-12
4728,현석동 223
4729,용호동 377-1
4730,길동 343-1
4731,논현동 195-1
4732,상계동 737
4733,내발산동 671-28
4734,평창동 45
4735,대치동 602
4736,대평동1가 7
4737,광안동 184-8
4738,용호동 산20-1
4739,대림동 717
4740,대방동 504
4741,연건동 195-10
4742,청담동 28-20
4743,영선동4가 1278
4744,양재동 12-10
4745,전포동 178-25
4746,동삼동 326-9
4747,수정동 771-11
4748,부전동 560-16
4749,하단동 494-3
4750,구로동 1262
4751,괴정동 568-6
4752,온천동 425-10
4753,구로동 104-6
4754,독산동 1131
4755,광안동 377-18
4756,일광면 이천리 767
4757,거제동 600
4758,북가좌동 460
4759,길동 414-4
4760,가락동 79
4761,여의도동 61-5
4762,등촌동 637-22
4763,구포동 430-30
4764,광안동 107-6
4765,장전동 601-9
4766,장전동 646-18
4767,화곡동 1087
4768,방학동 705-17
4769,염창동 307
4770,한강로2가 419
4771,풍납동 513
4772,공덕동 462
4773,범천동 1119-94
4774,상계동 1307
4775,독산동 183-1
4776,화곡동 921-18
4777,덕천동 431-9
4778,천호동 170-2
4779,수정동 1181-4
4780,익선동 30-6
4781,재송동 1094-4
4782,거제동 1513
4783,부민동1가 12-2
4784,화곡동 1154
4785,괴정동 488-4
4786,우동 450
4787,망미동 426-1
4788,괴정동 398-18
4789,북아현동 114-1
4790,명장동 29-105
4791,하단동 533-9
4792,목동 772-11
4793,명륜2가 236
4794,망우동 236-7
4795,명장동 300-89
4796,암사동 466-3
4797,노량진동 331
4798,용두동 794
4799,망우동 213-3
4800,망미동 821-1
4801,내발산동 671-13
4802,서초동 1436-14
4803,천호동 46-5
4804,홍은동 8-26
4805,당감동 880-4
4806,재송동 661-1
4807,덕천동 346-3
4808,남천동 80-3
4809,청담동 35-47
4810,부전동 454-2
4811,천호동 163-14
4812,남현동 1134
4813,등촌동 662-3
4814,연희동 711-32
4815,송정동 201-8
4816,감천동 359-1
4817,가락동 54
4818,흥인동 3-4
4819,둔촌동 544
4820,도화동 563
4821,연산동 1289-1
4822,면목동 1512
4823,초량동 49-6
4824,신월동 217-8
4825,화곡동 1150
4826,천호동 55-25
4827,범천동 1067-39
4828,방배동 169-24
4829,신정동 888-8
4830,제기동 892-65
4831,오금동 55-8
4832,길동 385-4
4833,광안동 774-8
4834,사직동 104-5
4835,청룡동 45-7
4836,동대신동3가 63-245
4837,독산동 1003-21
4838,오류동 34-13
4839,암사동 497-6
4840,남산동 8
4841,전포동 178-70
4842,연산동 1293-11
4843,북가좌동 150
4844,공릉동 382-14
4845,신길동 340-1
4846,목동 959
4847,대방동 507
4848,망원동 506
4849,신림동 763
4850,신림동 1699
4851,미아동 4
4852,방배동 881-26
4853,봉천동 1726
4854,연산동 산176-13
4855,응암동 93-8
4856,사직동 411-1
4857,공덕동 476
4858,하단동 616-8
4859,광안동 1027-8
4860,녹번동 141-8
4861,역삼동 771-4
4862,화곡동 1156
4863,신내동 788
4864,전포동 207-7
4865,양정동 343-3
4866,장안동 337-3
4867,서초동 1303-35
4868,역삼동 706-24
4869,기장읍 동부리 377-1
4870,하단동 870-94
4871,부전동 532-9
4872,이촌동 301-155
4873,장안동 565
4874,당리동 329-1
4875,숭인동 202-3
4876,서초동 1464-4
4877,신대방동 364-55
4878,명장동 29-2
4879,천호동 50
4880,목동 907-5
4881,구포동 401-1
4882,대연동 1757-5
4883,신월동 1056
4884,풍납동 389
4885,상암동 1741
4886,논현동 241-1
4887,양평동1가 269
4888,장림동 325-89
4889,서대신동1가 2-5
4890,서대신동3가 360-5
4891,천호동 49-4
4892,구로동 44-5
4893,망우동 479
4894,반포동 30-15
4895,온천동 210-16
4896,번동 118-15
4897,독산동 1069
4898,답십리동 488-18
4899,도곡동 540
4900,방학동 713-12
4901,문배동 40-31
4902,온천동 1432-1
4903,시흥동 1009
4904,남산동 121-9
4905,삼성동 117
4906,둔촌동 556
4907,마곡동 741
4908,장전동 652-30
4909,염창동 304
4910,지사동 1185-1
4911,범천동 1230-193
4912,감천동 315-2
4913,성내동 407-2
4914,신정동 340
4915,괴정동 764-59
4916,등촌동 634-13
4917,서동 64
4918,마장동 830
4919,묵동 162-17
4920,성내동 444-4
4921,광안동 191-1
4922,남천동 10-14
4923,신사동 19-84
4924,구서동 413-8
4925,봉천동 1696
4926,길동 388-4
4927,서대신동2가 120
4928,등촌동 633-28
